draw,metric,n,spearman_rho,null_kind
127,cyclomatic_complexity_p90,86,-0.6306737237364731,split_matched
127,design_smell_density_per_kloc,87,-0.7360880739296065,split_matched
127,implementation_smell_density_per_kloc,87,-0.7068027520845674,split_matched
127,"pooled (non-independent, see caveat)",260,-0.6850438268882296,split_matched
128,cyclomatic_complexity_p90,86,-0.6639589406847621,split_matched
128,design_smell_density_per_kloc,87,-0.7315859504584146,split_matched
128,implementation_smell_density_per_kloc,87,-0.7935936574474871,split_matched
128,"pooled (non-independent, see caveat)",260,-0.7439776434393491,split_matched
129,cyclomatic_complexity_p90,86,-0.6298057418886153,split_matched
129,design_smell_density_per_kloc,87,-0.691230884202468,split_matched
129,implementation_smell_density_per_kloc,87,-0.759839613614617,split_matched
129,"pooled (non-independent, see caveat)",260,-0.7053363793896873,split_matched
130,cyclomatic_complexity_p90,86,-0.6191257913258422,split_matched
130,design_smell_density_per_kloc,87,-0.6567449829575488,split_matched
130,implementation_smell_density_per_kloc,87,-0.8032897434729119,split_matched
130,"pooled (non-independent, see caveat)",260,-0.7091073079407304,split_matched
131,cyclomatic_complexity_p90,86,-0.7430609279770553,split_matched
131,design_smell_density_per_kloc,87,-0.6918323824799956,split_matched
131,implementation_smell_density_per_kloc,87,-0.7329931197885816,split_matched
131,"pooled (non-independent, see caveat)",260,-0.7345978650529674,split_matched
132,cyclomatic_complexity_p90,86,-0.6066003736060531,split_matched
132,design_smell_density_per_kloc,87,-0.6763939266901191,split_matched
132,implementation_smell_density_per_kloc,87,-0.6945007678340716,split_matched
132,"pooled (non-independent, see caveat)",260,-0.656179604994022,split_matched
133,cyclomatic_complexity_p90,86,-0.7484739558272716,split_matched
133,design_smell_density_per_kloc,87,-0.7511073036472669,split_matched
133,implementation_smell_density_per_kloc,87,-0.716207226500205,split_matched
133,"pooled (non-independent, see caveat)",260,-0.7593337821396045,split_matched
134,cyclomatic_complexity_p90,86,-0.5994678944091174,split_matched
134,design_smell_density_per_kloc,87,-0.726099557078541,split_matched
134,implementation_smell_density_per_kloc,87,-0.678552877386431,split_matched
134,"pooled (non-independent, see caveat)",260,-0.669267898675874,split_matched
135,cyclomatic_complexity_p90,86,-0.6318470856840953,split_matched
135,design_smell_density_per_kloc,87,-0.6761752000437453,split_matched
135,implementation_smell_density_per_kloc,87,-0.801594750991024,split_matched
135,"pooled (non-independent, see caveat)",260,-0.7174965767723034,split_matched
136,cyclomatic_complexity_p90,86,-0.5885050097175312,split_matched
136,design_smell_density_per_kloc,87,-0.7293986839946776,split_matched
136,implementation_smell_density_per_kloc,87,-0.730660226910284,split_matched
136,"pooled (non-independent, see caveat)",260,-0.6908960562464416,split_matched
137,cyclomatic_complexity_p90,86,-0.5447735495770295,split_matched
137,design_smell_density_per_kloc,87,-0.6694493556677542,split_matched
137,implementation_smell_density_per_kloc,87,-0.7390805121428896,split_matched
137,"pooled (non-independent, see caveat)",260,-0.650313467236628,split_matched
138,cyclomatic_complexity_p90,86,-0.6539804139856973,split_matched
138,design_smell_density_per_kloc,87,-0.6897180248983833,split_matched
138,implementation_smell_density_per_kloc,87,-0.7953251013805988,split_matched
138,"pooled (non-independent, see caveat)",260,-0.7273527973433601,split_matched
139,cyclomatic_complexity_p90,86,-0.6873407928750684,split_matched
139,design_smell_density_per_kloc,87,-0.7314219054736343,split_matched
139,implementation_smell_density_per_kloc,87,-0.8066068255342417,split_matched
139,"pooled (non-independent, see caveat)",260,-0.7503445417654261,split_matched
140,cyclomatic_complexity_p90,86,-0.6452029851027897,split_matched
140,design_smell_density_per_kloc,87,-0.674698795180723,split_matched
140,implementation_smell_density_per_kloc,87,-0.7763885724700414,split_matched
140,"pooled (non-independent, see caveat)",260,-0.7118869786360204,split_matched
141,cyclomatic_complexity_p90,86,-0.5621450270770043,split_matched
141,design_smell_density_per_kloc,87,-0.722982702367716,split_matched
141,implementation_smell_density_per_kloc,87,-0.7941404292158383,split_matched
141,"pooled (non-independent, see caveat)",260,-0.6940619331959377,split_matched
142,cyclomatic_complexity_p90,86,-0.7070372571773608,split_matched
142,design_smell_density_per_kloc,87,-0.7866503836829922,split_matched
142,implementation_smell_density_per_kloc,87,-0.7511470973558744,split_matched
142,"pooled (non-independent, see caveat)",260,-0.7382242126550143,split_matched
143,cyclomatic_complexity_p90,86,-0.7287745417150189,split_matched
143,design_smell_density_per_kloc,87,-0.7740553742959736,split_matched
143,implementation_smell_density_per_kloc,87,-0.6970702146079191,split_matched
143,"pooled (non-independent, see caveat)",260,-0.7470189808570097,split_matched
144,cyclomatic_complexity_p90,86,-0.6558673132441458,split_matched
144,design_smell_density_per_kloc,87,-0.6747534768423163,split_matched
144,implementation_smell_density_per_kloc,87,-0.7495056271927827,split_matched
144,"pooled (non-independent, see caveat)",260,-0.7129945267606772,split_matched
145,cyclomatic_complexity_p90,86,-0.6688303111496876,split_matched
145,design_smell_density_per_kloc,87,-0.7336273991579024,split_matched
145,implementation_smell_density_per_kloc,87,-0.7378593885269057,split_matched
145,"pooled (non-independent, see caveat)",260,-0.7170616536024713,split_matched
146,cyclomatic_complexity_p90,86,-0.6169405815423513,split_matched
146,design_smell_density_per_kloc,87,-0.6696316278730656,split_matched
146,implementation_smell_density_per_kloc,87,-0.7493233699366656,split_matched
146,"pooled (non-independent, see caveat)",260,-0.6884234117748571,split_matched
147,cyclomatic_complexity_p90,86,-0.6378885796499835,split_matched
147,design_smell_density_per_kloc,87,-0.7380383865264385,split_matched
147,implementation_smell_density_per_kloc,87,-0.732592153825124,split_matched
147,"pooled (non-independent, see caveat)",260,-0.72443086191911,split_matched
148,cyclomatic_complexity_p90,86,-0.6330135008915684,split_matched
148,design_smell_density_per_kloc,87,-0.7058126606273809,split_matched
148,implementation_smell_density_per_kloc,87,-0.7494509500159475,split_matched
148,"pooled (non-independent, see caveat)",260,-0.7029002625926347,split_matched
149,cyclomatic_complexity_p90,86,-0.6913061936883814,split_matched
149,design_smell_density_per_kloc,87,-0.6214753112297906,split_matched
149,implementation_smell_density_per_kloc,87,-0.8327060646101972,split_matched
149,"pooled (non-independent, see caveat)",260,-0.736991739193665,split_matched
150,cyclomatic_complexity_p90,86,-0.6805887070144817,split_matched
150,design_smell_density_per_kloc,87,-0.7989173031004502,split_matched
150,implementation_smell_density_per_kloc,87,-0.7648152367066113,split_matched
150,"pooled (non-independent, see caveat)",260,-0.7463859399014221,split_matched
151,cyclomatic_complexity_p90,86,-0.685151989735268,split_matched
151,design_smell_density_per_kloc,87,-0.7146346353644532,split_matched
151,implementation_smell_density_per_kloc,87,-0.7250649291474917,split_matched
151,"pooled (non-independent, see caveat)",260,-0.7280603621469364,split_matched
152,cyclomatic_complexity_p90,86,-0.5998490494834662,split_matched
152,design_smell_density_per_kloc,87,-0.6600076554326231,split_matched
152,implementation_smell_density_per_kloc,87,-0.7167722239941677,split_matched
152,"pooled (non-independent, see caveat)",260,-0.6710397937495349,split_matched
153,cyclomatic_complexity_p90,86,-0.7050426906929571,split_matched
153,design_smell_density_per_kloc,87,-0.7716129267448006,split_matched
153,implementation_smell_density_per_kloc,87,-0.7493415956622773,split_matched
153,"pooled (non-independent, see caveat)",260,-0.7415464824832535,split_matched
154,cyclomatic_complexity_p90,86,-0.5800854773428434,split_matched
154,design_smell_density_per_kloc,87,-0.6655305032535589,split_matched
154,implementation_smell_density_per_kloc,87,-0.7257575067207362,split_matched
154,"pooled (non-independent, see caveat)",260,-0.6597090315206751,split_matched
155,cyclomatic_complexity_p90,86,-0.6264918156516817,split_matched
155,design_smell_density_per_kloc,87,-0.7184076700143994,split_matched
155,implementation_smell_density_per_kloc,87,-0.7183943135736092,split_matched
155,"pooled (non-independent, see caveat)",260,-0.7036782579589067,split_matched
156,cyclomatic_complexity_p90,86,-0.6011698665031369,split_matched
156,design_smell_density_per_kloc,87,-0.6965714598180922,split_matched
156,implementation_smell_density_per_kloc,87,-0.7046521164623867,split_matched
156,"pooled (non-independent, see caveat)",260,-0.6692222661469439,split_matched
157,cyclomatic_complexity_p90,86,-0.6059977073484386,split_matched
157,design_smell_density_per_kloc,87,-0.6848513570165685,split_matched
157,implementation_smell_density_per_kloc,87,-0.6833644689479199,split_matched
157,"pooled (non-independent, see caveat)",260,-0.6616486577876101,split_matched
158,cyclomatic_complexity_p90,86,-0.6232204013472588,split_matched
158,design_smell_density_per_kloc,87,-0.8195687439622332,split_matched
158,implementation_smell_density_per_kloc,87,-0.7138561078962957,split_matched
158,"pooled (non-independent, see caveat)",260,-0.7139824422170165,split_matched
159,cyclomatic_complexity_p90,86,-0.6856843634716809,split_matched
159,design_smell_density_per_kloc,87,-0.7813098080673678,split_matched
159,implementation_smell_density_per_kloc,87,-0.7594204219255479,split_matched
159,"pooled (non-independent, see caveat)",260,-0.7447549678279205,split_matched
160,cyclomatic_complexity_p90,86,-0.6179029001641602,split_matched
160,design_smell_density_per_kloc,87,-0.7622988170533874,split_matched
160,implementation_smell_density_per_kloc,87,-0.8356221807080695,split_matched
160,"pooled (non-independent, see caveat)",260,-0.737651885992777,split_matched
161,cyclomatic_complexity_p90,86,-0.6056606443700174,split_matched
161,design_smell_density_per_kloc,87,-0.7482274028033465,split_matched
161,implementation_smell_density_per_kloc,87,-0.7102474142251788,split_matched
161,"pooled (non-independent, see caveat)",260,-0.679697970882689,split_matched
162,cyclomatic_complexity_p90,86,-0.7196822461648772,split_matched
162,design_smell_density_per_kloc,87,-0.7437252793321547,split_matched
162,implementation_smell_density_per_kloc,87,-0.7593657447487128,split_matched
162,"pooled (non-independent, see caveat)",260,-0.7518819220944704,split_matched
163,cyclomatic_complexity_p90,86,-0.6793592090118309,split_matched
163,design_smell_density_per_kloc,87,-0.7393142919636185,split_matched
163,implementation_smell_density_per_kloc,87,-0.7382239030391398,split_matched
163,"pooled (non-independent, see caveat)",260,-0.724769544448637,split_matched
164,cyclomatic_complexity_p90,86,-0.6277902522784309,split_matched
164,design_smell_density_per_kloc,87,-0.6572735723529519,split_matched
164,implementation_smell_density_per_kloc,87,-0.7326103795507357,split_matched
164,"pooled (non-independent, see caveat)",260,-0.6867624612827913,split_matched
165,cyclomatic_complexity_p90,86,-0.6287113299934902,split_matched
165,design_smell_density_per_kloc,87,-0.7718316533911743,split_matched
165,implementation_smell_density_per_kloc,87,-0.7649077082918335,split_matched
165,"pooled (non-independent, see caveat)",260,-0.7144269258828421,split_matched
166,cyclomatic_complexity_p90,86,-0.6541313659263731,split_matched
166,design_smell_density_per_kloc,87,-0.6795836902830686,split_matched
166,implementation_smell_density_per_kloc,87,-0.7902948011117692,split_matched
166,"pooled (non-independent, see caveat)",260,-0.7159064102691027,split_matched
167,cyclomatic_complexity_p90,86,-0.6800792490211802,split_matched
167,design_smell_density_per_kloc,87,-0.7420666022638207,split_matched
167,implementation_smell_density_per_kloc,87,-0.7628833097917711,split_matched
167,"pooled (non-independent, see caveat)",260,-0.7375386361169092,split_matched
168,cyclomatic_complexity_p90,86,-0.6097703643602468,split_matched
168,design_smell_density_per_kloc,87,-0.6603539726227147,split_matched
168,implementation_smell_density_per_kloc,87,-0.6799744839841436,split_matched
168,"pooled (non-independent, see caveat)",260,-0.6679726879173632,split_matched
169,cyclomatic_complexity_p90,86,-0.6778308206124875,split_matched
169,design_smell_density_per_kloc,87,-0.7055939339810072,split_matched
169,implementation_smell_density_per_kloc,87,-0.8108351938761562,split_matched
169,"pooled (non-independent, see caveat)",260,-0.7415388838041644,split_matched
170,cyclomatic_complexity_p90,86,-0.6522600549092865,split_matched
170,design_smell_density_per_kloc,87,-0.7462041813243898,split_matched
170,implementation_smell_density_per_kloc,87,-0.7202533375860026,split_matched
170,"pooled (non-independent, see caveat)",260,-0.6996038579132148,split_matched
171,cyclomatic_complexity_p90,86,-0.5923920221899353,split_matched
171,design_smell_density_per_kloc,87,-0.6681369957895121,split_matched
171,implementation_smell_density_per_kloc,87,-0.8092860071991617,split_matched
171,"pooled (non-independent, see caveat)",260,-0.6952793084107108,split_matched
172,cyclomatic_complexity_p90,86,-0.7524010793063759,split_matched
172,design_smell_density_per_kloc,87,-0.7503235331644278,split_matched
172,implementation_smell_density_per_kloc,87,-0.7743108397503076,split_matched
172,"pooled (non-independent, see caveat)",260,-0.7720900174891004,split_matched
173,cyclomatic_complexity_p90,86,-0.620085193910299,split_matched
173,design_smell_density_per_kloc,87,-0.6688478573902266,split_matched
173,implementation_smell_density_per_kloc,87,-0.7730714904087118,split_matched
173,"pooled (non-independent, see caveat)",260,-0.6949098094368279,split_matched
174,cyclomatic_complexity_p90,86,-0.5716172613544163,split_matched
174,design_smell_density_per_kloc,87,-0.6721105298653008,split_matched
174,implementation_smell_density_per_kloc,87,-0.748813049619538,split_matched
174,"pooled (non-independent, see caveat)",260,-0.6585293247117951,split_matched
175,cyclomatic_complexity_p90,86,-0.6911305463568349,split_matched
175,design_smell_density_per_kloc,87,-0.715637132493666,split_matched
175,implementation_smell_density_per_kloc,87,-0.7821843532145624,split_matched
175,"pooled (non-independent, see caveat)",260,-0.7396409616666703,split_matched
176,cyclomatic_complexity_p90,86,-0.6427533633979281,split_matched
176,design_smell_density_per_kloc,87,-0.6597342471246559,split_matched
176,implementation_smell_density_per_kloc,87,-0.7511641682234473,split_matched
176,"pooled (non-independent, see caveat)",260,-0.6951939624197705,split_matched
177,cyclomatic_complexity_p90,86,-0.6900231142978442,split_matched
177,design_smell_density_per_kloc,87,-0.7115177806536281,split_matched
177,implementation_smell_density_per_kloc,87,-0.7226226819155237,split_matched
177,"pooled (non-independent, see caveat)",260,-0.7235548709671474,split_matched
178,cyclomatic_complexity_p90,86,-0.6812242317888917,split_matched
178,design_smell_density_per_kloc,87,-0.761077593277801,split_matched
178,implementation_smell_density_per_kloc,87,-0.7074588782065886,split_matched
178,"pooled (non-independent, see caveat)",260,-0.7259955783933919,split_matched
179,cyclomatic_complexity_p90,86,-0.6669245428986545,split_matched
179,design_smell_density_per_kloc,87,-0.7176421267520916,split_matched
179,implementation_smell_density_per_kloc,87,-0.7769353442383926,split_matched
179,"pooled (non-independent, see caveat)",260,-0.7337751297003023,split_matched
180,cyclomatic_complexity_p90,86,-0.714296496872376,split_matched
180,design_smell_density_per_kloc,87,-0.7261906931811969,split_matched
180,implementation_smell_density_per_kloc,87,-0.7796145259033124,split_matched
180,"pooled (non-independent, see caveat)",260,-0.7504180250917469,split_matched
181,cyclomatic_complexity_p90,86,-0.6485050899587709,split_matched
181,design_smell_density_per_kloc,87,-0.7336273991579024,split_matched
181,implementation_smell_density_per_kloc,87,-0.7123069212193012,split_matched
181,"pooled (non-independent, see caveat)",260,-0.7042147115056628,split_matched
182,cyclomatic_complexity_p90,86,-0.6073891672091553,split_matched
182,design_smell_density_per_kloc,87,-0.7134680932504601,split_matched
182,implementation_smell_density_per_kloc,87,-0.738570191825762,split_matched
182,"pooled (non-independent, see caveat)",260,-0.6920797527833045,split_matched
183,cyclomatic_complexity_p90,86,-0.657074928769553,split_matched
183,design_smell_density_per_kloc,87,-0.7108980551555694,split_matched
183,implementation_smell_density_per_kloc,87,-0.7335581172825443,split_matched
183,"pooled (non-independent, see caveat)",260,-0.717037756725008,split_matched
184,cyclomatic_complexity_p90,86,-0.5615642247275814,split_matched
184,design_smell_density_per_kloc,87,-0.6639811895084118,split_matched
184,implementation_smell_density_per_kloc,87,-0.7512006196746708,split_matched
184,"pooled (non-independent, see caveat)",260,-0.6521073283504948,split_matched
185,cyclomatic_complexity_p90,86,-0.6416778308206125,split_matched
185,design_smell_density_per_kloc,87,-0.7219255235769098,split_matched
185,implementation_smell_density_per_kloc,87,-0.7596391306328883,split_matched
185,"pooled (non-independent, see caveat)",260,-0.7135856820834527,split_matched
186,cyclomatic_complexity_p90,86,-0.5188829661776498,split_matched
186,design_smell_density_per_kloc,87,-0.6653482310482475,split_matched
186,implementation_smell_density_per_kloc,87,-0.7648516881578348,split_matched
186,"pooled (non-independent, see caveat)",260,-0.6514115880698637,split_matched
187,cyclomatic_complexity_p90,86,-0.6141181798454587,split_matched
187,design_smell_density_per_kloc,87,-0.6705065344585605,split_matched
187,implementation_smell_density_per_kloc,87,-0.7424340456554427,split_matched
187,"pooled (non-independent, see caveat)",260,-0.6941496970214218,split_matched
188,cyclomatic_complexity_p90,86,-0.7118516142423156,split_matched
188,design_smell_density_per_kloc,87,-0.7630461330951643,split_matched
188,implementation_smell_density_per_kloc,87,-0.7512006196746708,split_matched
188,"pooled (non-independent, see caveat)",260,-0.7466715371001383,split_matched
189,cyclomatic_complexity_p90,86,-0.6286442117180866,split_matched
189,design_smell_density_per_kloc,87,-0.6773964238193318,split_matched
189,implementation_smell_density_per_kloc,87,-0.7147309427256572,split_matched
189,"pooled (non-independent, see caveat)",260,-0.6711689583234473,split_matched
190,cyclomatic_complexity_p90,86,-0.6981470299645257,split_matched
190,design_smell_density_per_kloc,87,-0.8070648706778704,split_matched
190,implementation_smell_density_per_kloc,87,-0.8065703740830182,split_matched
190,"pooled (non-independent, see caveat)",260,-0.7695520117600027,split_matched
191,cyclomatic_complexity_p90,86,-0.6303564352699209,split_matched
191,design_smell_density_per_kloc,87,-0.7066693399923446,split_matched
191,implementation_smell_density_per_kloc,87,-0.6957215109126532,split_matched
191,"pooled (non-independent, see caveat)",260,-0.6799006436111869,split_matched
192,cyclomatic_complexity_p90,86,-0.5909048023398433,split_matched
192,design_smell_density_per_kloc,87,-0.7571222864225434,split_matched
192,implementation_smell_density_per_kloc,87,-0.6769490135326013,split_matched
192,"pooled (non-independent, see caveat)",260,-0.6755434584086227,split_matched
193,cyclomatic_complexity_p90,86,-0.6674151367058512,split_matched
193,design_smell_density_per_kloc,87,-0.7483185389060022,split_matched
193,implementation_smell_density_per_kloc,87,-0.7967284822526997,split_matched
193,"pooled (non-independent, see caveat)",260,-0.7501656565684152,split_matched
194,cyclomatic_complexity_p90,86,-0.6983791535369926,split_matched
194,design_smell_density_per_kloc,87,-0.7124838233417785,split_matched
194,implementation_smell_density_per_kloc,87,-0.7003508452180253,split_matched
194,"pooled (non-independent, see caveat)",260,-0.7182209935434051,split_matched
195,cyclomatic_complexity_p90,86,-0.6902436953383714,split_matched
195,design_smell_density_per_kloc,87,-0.6949492371908208,split_matched
195,implementation_smell_density_per_kloc,87,-0.7399917984234747,split_matched
195,"pooled (non-independent, see caveat)",260,-0.7172991603317161,split_matched
196,cyclomatic_complexity_p90,86,-0.6203594509174961,split_matched
196,design_smell_density_per_kloc,87,-0.6980296374605836,split_matched
196,implementation_smell_density_per_kloc,87,-0.7389711577892194,split_matched
196,"pooled (non-independent, see caveat)",260,-0.6962680600589776,split_matched
197,cyclomatic_complexity_p90,86,-0.6834001603849238,split_matched
197,design_smell_density_per_kloc,87,-0.6445509724222154,split_matched
197,implementation_smell_density_per_kloc,87,-0.690982822253611,split_matched
197,"pooled (non-independent, see caveat)",260,-0.6913760295283373,split_matched
198,cyclomatic_complexity_p90,86,-0.7096223335503288,split_matched
198,design_smell_density_per_kloc,87,-0.7716493811858629,split_matched
198,implementation_smell_density_per_kloc,87,-0.7122340183168543,split_matched
198,"pooled (non-independent, see caveat)",260,-0.7380357679671987,split_matched
199,cyclomatic_complexity_p90,86,-0.6323977546110665,split_matched
199,design_smell_density_per_kloc,87,-0.6527896761022912,split_matched
199,implementation_smell_density_per_kloc,87,-0.7419419510639267,split_matched
199,"pooled (non-independent, see caveat)",260,-0.6963622820008099,split_matched
200,cyclomatic_complexity_p90,86,-0.7006273880843435,split_matched
200,design_smell_density_per_kloc,87,-0.7383847037165303,split_matched
200,implementation_smell_density_per_kloc,87,-0.7252289606779969,split_matched
200,"pooled (non-independent, see caveat)",260,-0.7318409397068333,split_matched
201,cyclomatic_complexity_p90,86,-0.6251945919936599,split_matched
201,design_smell_density_per_kloc,87,-0.7321327670743488,split_matched
201,implementation_smell_density_per_kloc,87,-0.6688932428122294,split_matched
201,"pooled (non-independent, see caveat)",260,-0.6849814799009986,split_matched
202,cyclomatic_complexity_p90,86,-0.6642860512288316,split_matched
202,design_smell_density_per_kloc,87,-0.6973552303009314,split_matched
202,implementation_smell_density_per_kloc,87,-0.720454555877523,split_matched
202,"pooled (non-independent, see caveat)",260,-0.6995640170564371,split_matched
203,cyclomatic_complexity_p90,86,-0.6895484650074533,split_matched
203,design_smell_density_per_kloc,87,-0.7473160417767895,split_matched
203,implementation_smell_density_per_kloc,87,-0.767877158609377,split_matched
203,"pooled (non-independent, see caveat)",260,-0.7411906721611277,split_matched
204,cyclomatic_complexity_p90,86,-0.6528892872305296,split_matched
204,design_smell_density_per_kloc,87,-0.7410823323551392,split_matched
204,implementation_smell_density_per_kloc,87,-0.7633025014808402,split_matched
204,"pooled (non-independent, see caveat)",260,-0.7215919138456414,split_matched
205,cyclomatic_complexity_p90,86,-0.5722399381097043,split_matched
205,design_smell_density_per_kloc,87,-0.7762790952007729,split_matched
205,implementation_smell_density_per_kloc,87,-0.7166264181892741,split_matched
205,"pooled (non-independent, see caveat)",260,-0.6881798875003285,split_matched
206,cyclomatic_complexity_p90,86,-0.6371338270673145,split_matched
206,design_smell_density_per_kloc,87,-0.7621529992891384,split_matched
206,implementation_smell_density_per_kloc,87,-0.814443887547273,split_matched
206,"pooled (non-independent, see caveat)",260,-0.745430747896905,split_matched
207,cyclomatic_complexity_p90,86,-0.6945991971283065,split_matched
207,design_smell_density_per_kloc,87,-0.7080363815321803,split_matched
207,implementation_smell_density_per_kloc,87,-0.7553196336629152,split_matched
207,"pooled (non-independent, see caveat)",260,-0.7375058995426417,split_matched
208,cyclomatic_complexity_p90,86,-0.6717014953535544,split_matched
208,design_smell_density_per_kloc,87,-0.7704281574102765,split_matched
208,implementation_smell_density_per_kloc,87,-0.7870323962272748,split_matched
208,"pooled (non-independent, see caveat)",260,-0.7489080837646718,split_matched
209,cyclomatic_complexity_p90,86,-0.5785233126403381,split_matched
209,design_smell_density_per_kloc,87,-0.6940196489437326,split_matched
209,implementation_smell_density_per_kloc,87,-0.74378380355703,split_matched
209,"pooled (non-independent, see caveat)",260,-0.6741763442298435,split_matched
210,cyclomatic_complexity_p90,86,-0.6776768277150377,split_matched
210,design_smell_density_per_kloc,87,-0.6955689626888796,split_matched
210,implementation_smell_density_per_kloc,87,-0.7844990203672484,split_matched
210,"pooled (non-independent, see caveat)",260,-0.7288468182320949,split_matched
211,cyclomatic_complexity_p90,86,-0.6230918731248939,split_matched
211,design_smell_density_per_kloc,87,-0.6842863131801031,split_matched
211,implementation_smell_density_per_kloc,87,-0.7526769034492186,split_matched
211,"pooled (non-independent, see caveat)",260,-0.6869311049608894,split_matched
212,cyclomatic_complexity_p90,86,-0.7020963450761364,split_matched
212,design_smell_density_per_kloc,87,-0.727120281428285,split_matched
212,implementation_smell_density_per_kloc,87,-0.7927734997949606,split_matched
212,"pooled (non-independent, see caveat)",260,-0.7506866084971151,split_matched
213,cyclomatic_complexity_p90,86,-0.7140970243598694,split_matched
213,design_smell_density_per_kloc,87,-0.7160016769042888,split_matched
213,implementation_smell_density_per_kloc,87,-0.7327379596300178,split_matched
213,"pooled (non-independent, see caveat)",260,-0.7363308557388041,split_matched
214,cyclomatic_complexity_p90,86,-0.5863916825480687,split_matched
214,design_smell_density_per_kloc,87,-0.7557005632211143,split_matched
214,implementation_smell_density_per_kloc,87,-0.7189046338907369,split_matched
214,"pooled (non-independent, see caveat)",260,-0.6900363334952632,split_matched
215,cyclomatic_complexity_p90,86,-0.6096005434269864,split_matched
215,design_smell_density_per_kloc,87,-0.6745165229754114,split_matched
215,implementation_smell_density_per_kloc,87,-0.7358363329840069,split_matched
215,"pooled (non-independent, see caveat)",260,-0.6727063179588789,split_matched
216,cyclomatic_complexity_p90,86,-0.6225635413325282,split_matched
216,design_smell_density_per_kloc,87,-0.7160381313453511,split_matched
216,implementation_smell_density_per_kloc,87,-0.7157151319086891,split_matched
216,"pooled (non-independent, see caveat)",260,-0.69136295157844,split_matched
217,cyclomatic_complexity_p90,86,-0.6163367737796479,split_matched
217,design_smell_density_per_kloc,87,-0.6475766910303847,split_matched
217,implementation_smell_density_per_kloc,87,-0.8188727388709162,split_matched
217,"pooled (non-independent, see caveat)",260,-0.7068834113822657,split_matched
218,cyclomatic_complexity_p90,86,-0.6654370489174017,split_matched
218,design_smell_density_per_kloc,87,-0.7033155314146147,split_matched
218,implementation_smell_density_per_kloc,87,-0.7690800564997493,split_matched
218,"pooled (non-independent, see caveat)",260,-0.7075316787141027,split_matched
219,cyclomatic_complexity_p90,86,-0.5208075852634557,split_matched
219,design_smell_density_per_kloc,87,-0.7024041703880575,split_matched
219,implementation_smell_density_per_kloc,87,-0.7763885724700414,split_matched
219,"pooled (non-independent, see caveat)",260,-0.665317972650721,split_matched
220,cyclomatic_complexity_p90,86,-0.6725286336962469,split_matched
220,design_smell_density_per_kloc,87,-0.6704153983559048,split_matched
220,implementation_smell_density_per_kloc,87,-0.7643595935663189,split_matched
220,"pooled (non-independent, see caveat)",260,-0.7257191509234606,split_matched
221,cyclomatic_complexity_p90,86,-0.6581914241237794,split_matched
221,design_smell_density_per_kloc,87,-0.7349033045950822,split_matched
221,implementation_smell_density_per_kloc,87,-0.6836196291064838,split_matched
221,"pooled (non-independent, see caveat)",260,-0.7090016775602254,split_matched
222,cyclomatic_complexity_p90,86,-0.6973836907603619,split_matched
222,design_smell_density_per_kloc,87,-0.740426152416018,split_matched
222,implementation_smell_density_per_kloc,87,-0.757524946461931,split_matched
222,"pooled (non-independent, see caveat)",260,-0.739081156665465,split_matched
223,cyclomatic_complexity_p90,86,-0.6401339685834238,split_matched
223,design_smell_density_per_kloc,87,-0.6969542314492463,split_matched
223,implementation_smell_density_per_kloc,87,-0.7391716407709482,split_matched
223,"pooled (non-independent, see caveat)",260,-0.7074067322260208,split_matched
224,cyclomatic_complexity_p90,86,-0.6446369099846218,split_matched
224,design_smell_density_per_kloc,87,-0.7533492517725972,split_matched
224,implementation_smell_density_per_kloc,87,-0.722604456189912,split_matched
224,"pooled (non-independent, see caveat)",260,-0.7201014324061543,split_matched
225,cyclomatic_complexity_p90,86,-0.6029549121168379,split_matched
225,design_smell_density_per_kloc,87,-0.6732588447587627,split_matched
225,implementation_smell_density_per_kloc,87,-0.7348348499549692,split_matched
225,"pooled (non-independent, see caveat)",260,-0.6649786301377044,split_matched
226,cyclomatic_complexity_p90,86,-0.6003320974026587,split_matched
226,design_smell_density_per_kloc,87,-0.7204491187138873,split_matched
226,implementation_smell_density_per_kloc,87,-0.69741692379401,split_matched
226,"pooled (non-independent, see caveat)",260,-0.6794617352423522,split_matched
227,cyclomatic_complexity_p90,86,-0.5711832745249731,split_matched
227,design_smell_density_per_kloc,87,-0.6461185133878936,split_matched
227,implementation_smell_density_per_kloc,87,-0.7313710302091402,split_matched
227,"pooled (non-independent, see caveat)",260,-0.6561477924795739,split_matched
228,cyclomatic_complexity_p90,86,-0.5850142460894012,split_matched
228,design_smell_density_per_kloc,87,-0.730619907770264,split_matched
228,implementation_smell_density_per_kloc,87,-0.7830774137695357,split_matched
228,"pooled (non-independent, see caveat)",260,-0.6901303318850217,split_matched
229,cyclomatic_complexity_p90,86,-0.6073551333094326,split_matched
229,design_smell_density_per_kloc,87,-0.7183165339117438,split_matched
229,implementation_smell_density_per_kloc,87,-0.7131088531462159,split_matched
229,"pooled (non-independent, see caveat)",260,-0.6849073808237117,split_matched
230,cyclomatic_complexity_p90,86,-0.5492617576300769,split_matched
230,design_smell_density_per_kloc,87,-0.6780890581995151,split_matched
230,implementation_smell_density_per_kloc,87,-0.7581276456849768,split_matched
230,"pooled (non-independent, see caveat)",260,-0.6644305944563857,split_matched
231,cyclomatic_complexity_p90,86,-0.6513764930090383,split_matched
231,design_smell_density_per_kloc,87,-0.6956418715710041,split_matched
